OBJECTID,FIPS,COUNTY,TOPIC,YEAR,AGE,COUNTS,AADJ_RATE,LOWR_LIM,UPPR_LIM,STD_ERR,ST_RATE,ST_LOWR_LIM,ST_UPPR_LIM,NAME
19369,55001,Adams,Female Breast,1999-2003,All Ages,110,74.5,60.8,90.7,7.3,73.3,72.3,74.4,Adams
19370,55001,Adams,Female Breast,2000-2004,All Ages,102,66.2,53.6,81.3,6.7,70.9,69.9,71.9,Adams
19371,55001,Adams,Female Breast,2001-2005,All Ages,96,62.4,50.2,77.1,6.5,68.9,68,69.9,Adams
19372,55001,Adams,Female Breast,2002-2006,All Ages,94,60.2,48.3,74.6,6.4,67.1,66.1,68,Adams
19373,55001,Adams,Female Breast,2003-2007,All Ages,81,52.1,41,65.7,6,66.4,65.5,67.4,Adams
19374,55001,Adams,Female Breast,2004-2008,All Ages,78,48.9,38.3,61.9,5.7,66.4,65.5,67.3,Adams
19375,55001,Adams,Female Breast,2005-2009,All Ages,81,50,39.3,63.2,5.8,67.2,66.2,68.1,Adams
19376,55001,Adams,Female Breast,2006-2010,All Ages,87,53.4,42.3,67,6,67,66.1,67.9,Adams
19377,55001,Adams,Female Breast,2007-2011,All Ages,97,58.8,47.1,73,6.3,67.5,66.6,68.4,Adams
19378,55001,Adams,Female Breast,2008-2012,All Ages,105,62.4,50.5,77,6.4,67.9,66.9,68.8,Adams
19379,55001,Adams,Female Breast,2009-2013,All Ages,105,61.9,49.9,76.4,6.4,68.4,67.5,69.3,Adams
19380,55001,Adams,Female Breast,2010-2014,All Ages,109,63.9,51.5,78.9,6.6,68.5,67.6,69.4,Adams
19381,55001,Adams,Female Breast,2011-2015,All Ages,102,59.5,47.4,74.4,6.5,69.2,68.3,70.1,Adams
19382,55001,Adams,Female Breast,2012-2016,All Ages,98,55.7,44.1,70,6.3,69.3,68.4,70.3,Adams
19383,55001,Adams,Female Breast,2013-2017,All Ages,107,58.9,47.1,73.4,6.3,69.7,68.8,70.6,Adams
19384,55001,Adams,Female Breast,2014-2018,All Ages,119,66.7,53.7,82.6,7,70.1,69.2,71,Adams
19385,55001,Adams,Female Breast,2015-2019,All Ages,123,69.7,56.1,86.1,7.3,71,70.1,71.9,Adams
19386,55001,Adams,Female Breast,2016-2020,All Ages,124,70.1,56.5,86.5,7.3,70.2,69.3,71.1,Adams
19729,55003,Ashland,Female Breast,1999-2003,All Ages,51,55.3,41.1,73,7.8,73.3,72.3,74.4,Ashland
19730,55003,Ashland,Female Breast,2000-2004,All Ages,54,59.5,44.6,77.9,8.2,70.9,69.9,71.9,Ashland
19731,55003,Ashland,Female Breast,2001-2005,All Ages,48,52.1,38.3,69.4,7.6,68.9,68,69.9,Ashland
19732,55003,Ashland,Female Breast,2002-2006,All Ages,57,60.4,45.6,78.6,8.1,67.1,66.1,68,Ashland
19733,55003,Ashland,Female Breast,2003-2007,All Ages,62,66.3,50.6,85.3,8.5,66.4,65.5,67.4,Ashland
19734,55003,Ashland,Female Breast,2004-2008,All Ages,68,71.7,55.5,91.3,8.8,66.4,65.5,67.3,Ashland
19735,55003,Ashland,Female Breast,2005-2009,All Ages,66,69.9,53.8,89.4,8.7,67.2,66.2,68.1,Ashland
19736,55003,Ashland,Female Breast,2006-2010,All Ages,70,73.8,57.1,93.9,9,67,66.1,67.9,Ashland
19737,55003,Ashland,Female Breast,2007-2011,All Ages,62,66.3,50.4,85.8,8.7,67.5,66.6,68.4,Ashland
19738,55003,Ashland,Female Breast,2008-2012,All Ages,57,59.4,44.5,77.9,8.2,67.9,66.9,68.8,Ashland
19739,55003,Ashland,Female Breast,2009-2013,All Ages,52,56.7,41.7,75.5,8.3,68.4,67.5,69.3,Ashland
19740,55003,Ashland,Female Breast,2010-2014,All Ages,56,59.7,44.4,78.8,8.4,68.5,67.6,69.4,Ashland
19741,55003,Ashland,Female Breast,2011-2015,All Ages,50,51.9,37.9,69.4,7.7,69.2,68.3,70.1,Ashland
19742,55003,Ashland,Female Breast,2012-2016,All Ages,60,59.7,44.9,78.2,8.1,69.3,68.4,70.3,Ashland
19743,55003,Ashland,Female Breast,2013-2017,All Ages,67,66.6,50.8,85.8,8.6,69.7,68.8,70.6,Ashland
19744,55003,Ashland,Female Breast,2014-2018,All Ages,73,71,54.9,90.7,8.7,70.1,69.2,71,Ashland
19745,55003,Ashland,Female Breast,2015-2019,All Ages,69,65.2,49.9,84,8.3,71,70.1,71.9,Ashland
19746,55003,Ashland,Female Breast,2016-2020,All Ages,73,66.8,51.5,85.6,8.3,70.2,69.3,71.1,Ashland
20089,55005,Barron,Female Breast,1999-2003,All Ages,166,61.3,52.3,71.6,4.8,73.3,72.3,74.4,Barron
20090,55005,Barron,Female Breast,2000-2004,All Ages,176,64.1,54.9,74.5,4.9,70.9,69.9,71.9,Barron
20091,55005,Barron,Female Breast,2001-2005,All Ages,174,63.1,54,73.4,4.8,68.9,68,69.9,Barron
20092,55005,Barron,Female Breast,2002-2006,All Ages,177,63.7,54.5,74,4.9,67.1,66.1,68,Barron
20093,55005,Barron,Female Breast,2003-2007,All Ages,170,59.8,51,69.7,4.7,66.4,65.5,67.4,Barron
20094,55005,Barron,Female Breast,2004-2008,All Ages,161,55.6,47.2,65.1,4.5,66.4,65.5,67.3,Barron
20095,55005,Barron,Female Breast,2005-2009,All Ages,150,51,43.1,60.2,4.2,67.2,66.2,68.1,Barron
20096,55005,Barron,Female Breast,2006-2010,All Ages,153,50.5,42.6,59.5,4.2,67,66.1,67.9,Barron
20097,55005,Barron,Female Breast,2007-2011,All Ages,146,47.3,39.7,56,4,67.5,66.6,68.4,Barron
20098,55005,Barron,Female Breast,2008-2012,All Ages,167,54.3,46.1,63.6,4.3,67.9,66.9,68.8,Barron
20099,55005,Barron,Female Breast,2009-2013,All Ages,184,59.9,51.3,69.7,4.6,68.4,67.5,69.3,Barron
20100,55005,Barron,Female Breast,2010-2014,All Ages,210,67.1,58,77.4,4.8,68.5,67.6,69.4,Barron
20101,55005,Barron,Female Breast,2011-2015,All Ages,215,68,58.9,78.2,4.8,69.2,68.3,70.1,Barron
20102,55005,Barron,Female Breast,2012-2016,All Ages,216,69.5,60.1,80.1,5,69.3,68.4,70.3,Barron
20103,55005,Barron,Female Breast,2013-2017,All Ages,216,68.5,59.2,79.1,4.9,69.7,68.8,70.6,Barron
20104,55005,Barron,Female Breast,2014-2018,All Ages,221,70,60.4,80.7,5,70.1,69.2,71,Barron
20105,55005,Barron,Female Breast,2015-2019,All Ages,214,67.8,58.4,78.4,5,71,70.1,71.9,Barron
20106,55005,Barron,Female Breast,2016-2020,All Ages,206,65.3,56,75.8,4.9,70.2,69.3,71.1,Barron
20449,55007,Bayfield,Female Breast,1999-2003,All Ages,52,51.9,38.7,68.7,7.2,73.3,72.3,74.4,Bayfield
20450,55007,Bayfield,Female Breast,2000-2004,All Ages,47,46.9,34.3,63.2,6.9,70.9,69.9,71.9,Bayfield
20451,55007,Bayfield,Female Breast,2001-2005,All Ages,43,40.9,29.4,56,6.4,68.9,68,69.9,Bayfield
20452,55007,Bayfield,Female Breast,2002-2006,All Ages,48,45.5,33.2,61.5,6.8,67.1,66.1,68,Bayfield
20453,55007,Bayfield,Female Breast,2003-2007,All Ages,52,50.2,36.9,67.3,7.3,66.4,65.5,67.4,Bayfield
20454,55007,Bayfield,Female Breast,2004-2008,All Ages,57,54,40.2,71.6,7.6,66.4,65.5,67.3,Bayfield
20455,55007,Bayfield,Female Breast,2005-2009,All Ages,67,61.3,46.7,79.5,7.9,67.2,66.2,68.1,Bayfield
20456,55007,Bayfield,Female Breast,2006-2010,All Ages,68,63.5,48.4,82.4,8.2,67,66.1,67.9,Bayfield
20457,55007,Bayfield,Female Breast,2007-2011,All Ages,66,59.2,44.8,77.4,7.9,67.5,66.6,68.4,Bayfield
20458,55007,Bayfield,Female Breast,2008-2012,All Ages,69,59.3,45.1,77.4,7.8,67.9,66.9,68.8,Bayfield
20459,55007,Bayfield,Female Breast,2009-2013,All Ages,67,57.6,43.4,75.7,7.8,68.4,67.5,69.3,Bayfield
20460,55007,Bayfield,Female Breast,2010-2014,All Ages,62,51.5,38.3,68.5,7.2,68.5,67.6,69.4,Bayfield
20461,55007,Bayfield,Female Breast,2011-2015,All Ages,75,59.2,45.1,77.1,7.7,69.2,68.3,70.1,Bayfield
20462,55007,Bayfield,Female Breast,2012-2016,All Ages,75,60.5,46.3,78.6,7.8,69.3,68.4,70.3,Bayfield
20463,55007,Bayfield,Female Breast,2013-2017,All Ages,77,61.6,47.4,79.6,7.8,69.7,68.8,70.6,Bayfield
20464,55007,Bayfield,Female Breast,2014-2018,All Ages,76,60.6,46.3,78.8,7.8,70.1,69.2,71,Bayfield
20465,55007,Bayfield,Female Breast,2015-2019,All Ages,81,64,49.2,82.5,8,71,70.1,71.9,Bayfield
20466,55007,Bayfield,Female Breast,2016-2020,All Ages,74,58,44,75.9,7.7,70.2,69.3,71.1,Bayfield
20809,55009,Brown,Female Breast,1999-2003,All Ages,783,74.4,69.3,79.8,2.7,73.3,72.3,74.4,Brown
20810,55009,Brown,Female Breast,2000-2004,All Ages,794,73.8,68.8,79.2,2.6,70.9,69.9,71.9,Brown
20811,55009,Brown,Female Breast,2001-2005,All Ages,807,73.6,68.6,78.9,2.6,68.9,68,69.9,Brown
20812,55009,Brown,Female Breast,2002-2006,All Ages,810,72.1,67.2,77.3,2.6,67.1,66.1,68,Brown
20813,55009,Brown,Female Breast,2003-2007,All Ages,807,70.4,65.6,75.5,2.5,66.4,65.5,67.4,Brown
20814,55009,Brown,Female Breast,2004-2008,All Ages,860,73.2,68.4,78.4,2.5,66.4,65.5,67.3,Brown
20815,55009,Brown,Female Breast,2005-2009,All Ages,869,72.3,67.5,77.3,2.5,67.2,66.2,68.1,Brown
20816,55009,Brown,Female Breast,2006-2010,All Ages,854,69.3,64.7,74.2,2.4,67,66.1,67.9,Brown
20817,55009,Brown,Female Breast,2007-2011,All Ages,875,69.6,65,74.4,2.4,67.5,66.6,68.4,Brown
20818,55009,Brown,Female Breast,2008-2012,All Ages,887,69,64.4,73.7,2.4,67.9,66.9,68.8,Brown
20819,55009,Brown,Female Breast,2009-2013,All Ages,848,65,60.7,69.7,2.3,68.4,67.5,69.3,Brown
20820,55009,Brown,Female Breast,2010-2014,All Ages,855,64,59.7,68.6,2.2,68.5,67.6,69.4,Brown
20821,55009,Brown,Female Breast,2011-2015,All Ages,916,67.1,62.8,71.7,2.3,69.2,68.3,70.1,Brown
20822,55009,Brown,Female Breast,2012-2016,All Ages,945,68.2,63.8,72.8,2.3,69.3,68.4,70.3,Brown
20823,55009,Brown,Female Breast,2013-2017,All Ages,976,69.1,64.7,73.7,2.3,69.7,68.8,70.6,Brown
20824,55009,Brown,Female Breast,2014-2018,All Ages,1012,70.3,65.9,74.9,2.3,70.1,69.2,71,Brown
20825,55009,Brown,Female Breast,2015-2019,All Ages,1090,74.7,70.2,79.4,2.3,71,70.1,71.9,Brown
20826,55009,Brown,Female Breast,2016-2020,All Ages,1089,74,69.5,78.7,2.3,70.2,69.3,71.1,Brown
21169,55011,Buffalo,Female Breast,1999-2003,All Ages,45,53.8,39.2,72.5,8.1,73.3,72.3,74.4,Buffalo
21170,55011,Buffalo,Female Breast,2000-2004,All Ages,49,58,42.8,77.1,8.3,70.9,69.9,71.9,Buffalo
21171,55011,Buffalo,Female Breast,2001-2005,All Ages,51,59.1,43.9,78.2,8.3,68.9,68,69.9,Buffalo
21172,55011,Buffalo,Female Breast,2002-2006,All Ages,43,50.1,36.1,68,7.7,67.1,66.1,68,Buffalo
21173,55011,Buffalo,Female Breast,2003-2007,All Ages,41,48.3,34.5,66.1,7.6,66.4,65.5,67.4,Buffalo
21174,55011,Buffalo,Female Breast,2004-2008,All Ages,42,49.7,35.6,67.9,7.8,66.4,65.5,67.3,Buffalo
21175,55011,Buffalo,Female Breast,2005-2009,All Ages,39,46.3,32.6,64,7.6,67.2,66.2,68.1,Buffalo
21176,55011,Buffalo,Female Breast,2006-2010,All Ages,39,45.7,32.1,63.4,7.6,67,66.1,67.9,Buffalo
21177,55011,Buffalo,Female Breast,2007-2011,All Ages,45,51.3,37,69.7,7.9,67.5,66.6,68.4,Buffalo
21178,55011,Buffalo,Female Breast,2008-2012,All Ages,47,52.2,37.9,70.5,7.9,67.9,66.9,68.8,Buffalo
21179,55011,Buffalo,Female Breast,2009-2013,All Ages,47,50.9,37,68.9,7.7,68.4,67.5,69.3,Buffalo
21180,55011,Buffalo,Female Breast,2010-2014,All Ages,48,52.5,38.2,71,7.9,68.5,67.6,69.4,Buffalo
21181,55011,Buffalo,Female Breast,2011-2015,All Ages,50,53.8,39.5,72.2,7.9,69.2,68.3,70.1,Buffalo
21182,55011,Buffalo,Female Breast,2012-2016,All Ages,48,50.2,36.5,67.9,7.5,69.3,68.4,70.3,Buffalo
21183,55011,Buffalo,Female Breast,2013-2017,All Ages,48,49.1,35.6,66.5,7.4,69.7,68.8,70.6,Buffalo
21184,55011,Buffalo,Female Breast,2014-2018,All Ages,51,50.8,37.3,68.3,7.4,70.1,69.2,71,Buffalo
21185,55011,Buffalo,Female Breast,2015-2019,All Ages,50,49.7,36.3,67.2,7.4,71,70.1,71.9,Buffalo
21186,55011,Buffalo,Female Breast,2016-2020,All Ages,49,47.5,34.5,64.5,7.1,70.2,69.3,71.1,Buffalo
21529,55013,Burnett,Female Breast,1999-2003,All Ages,82,73.6,58,92.5,8.4,73.3,72.3,74.4,Burnett
21530,55013,Burnett,Female Breast,2000-2004,All Ages,76,65.5,51.2,83.1,7.8,70.9,69.9,71.9,Burnett
21531,55013,Burnett,Female Breast,2001-2005,All Ages,76,65,50.6,82.6,7.8,68.9,68,69.9,Burnett
21532,55013,Burnett,Female Breast,2002-2006,All Ages,78,66.9,52.1,85.1,8,67.1,66.1,68,Burnett
21533,55013,Burnett,Female Breast,2003-2007,All Ages,83,70.6,55.4,89,8.2,66.4,65.5,67.4,Burnett
21534,55013,Burnett,Female Breast,2004-2008,All Ages,74,61.9,47.8,79.4,7.6,66.4,65.5,67.3,Burnett
21535,55013,Burnett,Female Breast,2005-2009,All Ages,76,62.4,48.3,79.8,7.6,67.2,66.2,68.1,Burnett
21536,55013,Burnett,Female Breast,2006-2010,All Ages,85,69.6,54.7,87.9,8.1,67,66.1,67.9,Burnett
21537,55013,Burnett,Female Breast,2007-2011,All Ages,81,64.7,50.7,82.1,7.6,67.5,66.6,68.4,Burnett
21538,55013,Burnett,Female Breast,2008-2012,All Ages,76,60.8,47,77.9,7.5,67.9,66.9,68.8,Burnett
21539,55013,Burnett,Female Breast,2009-2013,All Ages,93,75.2,59.5,94.4,8.5,68.4,67.5,69.3,Burnett
21540,55013,Burnett,Female Breast,2010-2014,All Ages,91,72.6,57.2,91.6,8.3,68.5,67.6,69.4,Burnett
21541,55013,Burnett,Female Breast,2011-2015,All Ages,78,60,46.3,77.2,7.4,69.2,68.3,70.1,Burnett
21542,55013,Burnett,Female Breast,2012-2016,All Ages,91,73.2,57.3,92.9,8.6,69.3,68.4,70.3,Burnett
21543,55013,Burnett,Female Breast,2013-2017,All Ages,101,81.6,64.6,102.4,9.2,69.7,68.8,70.6,Burnett
21544,55013,Burnett,Female Breast,2014-2018,All Ages,94,76.5,59.8,96.9,9,70.1,69.2,71,Burnett
21545,55013,Burnett,Female Breast,2015-2019,All Ages,112,88,70.3,109.4,9.5,71,70.1,71.9,Burnett
21546,55013,Burnett,Female Breast,2016-2020,All Ages,115,88.9,71.3,110.2,9.5,70.2,69.3,71.1,Burnett
21889,55015,Calumet,Female Breast,1999-2003,All Ages,141,71.2,59.9,84,6,73.3,72.3,74.4,Calumet
21890,55015,Calumet,Female Breast,2000-2004,All Ages,146,71.2,60,83.8,5.9,70.9,69.9,71.9,Calumet
21891,55015,Calumet,Female Breast,2001-2005,All Ages,154,72.9,61.8,85.4,5.9,68.9,68,69.9,Calumet
21892,55015,Calumet,Female Breast,2002-2006,All Ages,149,67.8,57.3,79.7,5.6,67.1,66.1,68,Calumet
21893,55015,Calumet,Female Breast,2003-2007,All Ages,152,67.6,57.2,79.3,5.5,66.4,65.5,67.4,Calumet
21894,55015,Calumet,Female Breast,2004-2008,All Ages,150,66.1,55.8,77.7,5.4,66.4,65.5,67.3,Calumet
21895,55015,Calumet,Female Breast,2005-2009,All Ages,159,68.4,58,80,5.5,67.2,66.2,68.1,Calumet
21896,55015,Calumet,Female Breast,2006-2010,All Ages,149,62.5,52.7,73.5,5.2,67,66.1,67.9,Calumet
21897,55015,Calumet,Female Breast,2007-2011,All Ages,154,63.2,53.5,74.2,5.2,67.5,66.6,68.4,Calumet
21898,55015,Calumet,Female Breast,2008-2012,All Ages,159,63.6,53.9,74.5,5.1,67.9,66.9,68.8,Calumet
21899,55015,Calumet,Female Breast,2009-2013,All Ages,171,65.3,55.7,76.1,5.1,68.4,67.5,69.3,Calumet
21900,55015,Calumet,Female Breast,2010-2014,All Ages,178,67.3,57.6,78.2,5.1,68.5,67.6,69.4,Calumet
21901,55015,Calumet,Female Breast,2011-2015,All Ages,186,67.8,58.2,78.6,5.1,69.2,68.3,70.1,Calumet
21902,55015,Calumet,Female Breast,2012-2016,All Ages,198,70.5,60.8,81.3,5.1,69.3,68.4,70.3,Calumet
21903,55015,Calumet,Female Breast,2013-2017,All Ages,193,67.1,57.7,77.5,4.9,69.7,68.8,70.6,Calumet
21904,55015,Calumet,Female Breast,2014-2018,All Ages,194,66,56.8,76.3,4.9,70.1,69.2,71,Calumet
21905,55015,Calumet,Female Breast,2015-2019,All Ages,192,62.8,54,72.7,4.7,71,70.1,71.9,Calumet
21906,55015,Calumet,Female Breast,2016-2020,All Ages,198,64.3,55.4,74.4,4.7,70.2,69.3,71.1,Calumet
22249,55017,Chippewa,Female Breast,1999-2003,All Ages,238,77.6,68,88.2,5,73.3,72.3,74.4,Chippewa
22250,55017,Chippewa,Female Breast,2000-2004,All Ages,218,69.5,60.6,79.5,4.7,70.9,69.9,71.9,Chippewa
22251,55017,Chippewa,Female Breast,2001-2005,All Ages,207,64.4,55.9,73.9,4.5,68.9,68,69.9,Chippewa
22252,55017,Chippewa,Female Breast,2002-2006,All Ages,202,61.3,53.1,70.5,4.3,67.1,66.1,68,Chippewa
22253,55017,Chippewa,Female Breast,2003-2007,All Ages,188,55.5,47.8,64.1,4.1,66.4,65.5,67.4,Chippewa
22254,55017,Chippewa,Female Breast,2004-2008,All Ages,188,54.4,46.8,62.8,4,66.4,65.5,67.3,Chippewa
22255,55017,Chippewa,Female Breast,2005-2009,All Ages,203,57.7,49.9,66.3,4.1,67.2,66.2,68.1,Chippewa
22256,55017,Chippewa,Female Breast,2006-2010,All Ages,229,63.2,55.2,72.1,4.2,67,66.1,67.9,Chippewa
22257,55017,Chippewa,Female Breast,2007-2011,All Ages,239,65.1,57,74.1,4.3,67.5,66.6,68.4,Chippewa
22258,55017,Chippewa,Female Breast,2008-2012,All Ages,243,64.9,56.9,73.8,4.2,67.9,66.9,68.8,Chippewa
22259,55017,Chippewa,Female Breast,2009-2013,All Ages,247,65.6,57.5,74.5,4.3,68.4,67.5,69.3,Chippewa
22260,55017,Chippewa,Female Breast,2010-2014,All Ages,260,68.5,60.3,77.7,4.4,68.5,67.6,69.4,Chippewa
22261,55017,Chippewa,Female Breast,2011-2015,All Ages,240,62.7,54.8,71.4,4.2,69.2,68.3,70.1,Chippewa
22262,55017,Chippewa,Female Breast,2012-2016,All Ages,242,62,54.3,70.7,4.1,69.3,68.4,70.3,Chippewa
22263,55017,Chippewa,Female Breast,2013-2017,All Ages,254,63.4,55.6,72.1,4.1,69.7,68.8,70.6,Chippewa
22264,55017,Chippewa,Female Breast,2014-2018,All Ages,259,63.3,55.6,71.9,4.1,70.1,69.2,71,Chippewa
22265,55017,Chippewa,Female Breast,2015-2019,All Ages,258,62.4,54.8,70.9,4,71,70.1,71.9,Chippewa
22266,55017,Chippewa,Female Breast,2016-2020,All Ages,256,62.4,54.7,70.9,4.1,70.2,69.3,71.1,Chippewa
22609,55019,Clark,Female Breast,1999-2003,All Ages,129,67.7,56.3,80.8,6.1,73.3,72.3,74.4,Clark
22610,55019,Clark,Female Breast,2000-2004,All Ages,139,72,60.3,85.3,6.2,70.9,69.9,71.9,Clark
22611,55019,Clark,Female Breast,2001-2005,All Ages,141,74,62.1,87.5,6.3,68.9,68,69.9,Clark
22612,55019,Clark,Female Breast,2002-2006,All Ages,135,69.6,58.1,82.7,6.1,67.1,66.1,68,Clark
22613,55019,Clark,Female Breast,2003-2007,All Ages,139,71.5,59.8,84.7,6.2,66.4,65.5,67.4,Clark
22614,55019,Clark,Female Breast,2004-2008,All Ages,138,71.5,59.9,84.7,6.2,66.4,65.5,67.3,Clark
22615,55019,Clark,Female Breast,2005-2009,All Ages,127,66,54.8,78.9,6,67.2,66.2,68.1,Clark
22616,55019,Clark,Female Breast,2006-2010,All Ages,118,59.8,49.3,71.9,5.6,67,66.1,67.9,Clark
22617,55019,Clark,Female Breast,2007-2011,All Ages,125,64,53.1,76.6,5.8,67.5,66.6,68.4,Clark
22618,55019,Clark,Female Breast,2008-2012,All Ages,124,64.4,53.3,77.1,5.9,67.9,66.9,68.8,Clark
22619,55019,Clark,Female Breast,2009-2013,All Ages,124,63.5,52.5,76.1,5.9,68.4,67.5,69.3,Clark
22620,55019,Clark,Female Breast,2010-2014,All Ages,134,68.4,57,81.5,6.1,68.5,67.6,69.4,Clark
22621,55019,Clark,Female Breast,2011-2015,All Ages,132,65.1,54.1,77.7,5.9,69.2,68.3,70.1,Clark
22622,55019,Clark,Female Breast,2012-2016,All Ages,128,62.6,51.8,75,5.8,69.3,68.4,70.3,Clark
22623,55019,Clark,Female Breast,2013-2017,All Ages,123,60.2,49.6,72.4,5.7,69.7,68.8,70.6,Clark
22624,55019,Clark,Female Breast,2014-2018,All Ages,120,58.6,48.2,70.7,5.6,70.1,69.2,71,Clark
22625,55019,Clark,Female Breast,2015-2019,All Ages,117,58.5,47.9,70.8,5.7,71,70.1,71.9,Clark
22626,55019,Clark,Female Breast,2016-2020,All Ages,112,58.3,47.5,70.8,5.8,70.2,69.3,71.1,Clark
22969,55021,Columbia,Female Breast,1999-2003,All Ages,206,70.3,61,80.7,4.9,73.3,72.3,74.4,Columbia
22970,55021,Columbia,Female Breast,2000-2004,All Ages,203,67.6,58.6,77.6,4.8,70.9,69.9,71.9,Columbia
22971,55021,Columbia,Female Breast,2001-2005,All Ages,211,68.9,59.9,78.9,4.8,68.9,68,69.9,Columbia
22972,55021,Columbia,Female Breast,2002-2006,All Ages,215,69.3,60.3,79.3,4.7,67.1,66.1,68,Columbia
22973,55021,Columbia,Female Breast,2003-2007,All Ages,217,68.8,59.9,78.6,4.7,66.4,65.5,67.4,Columbia
22974,55021,Columbia,Female Breast,2004-2008,All Ages,214,66.6,57.9,76.2,4.6,66.4,65.5,67.3,Columbia
22975,55021,Columbia,Female Breast,2005-2009,All Ages,213,65.8,57.1,75.4,4.6,67.2,66.2,68.1,Columbia
22976,55021,Columbia,Female Breast,2006-2010,All Ages,225,69.2,60.3,79,4.7,67,66.1,67.9,Columbia
22977,55021,Columbia,Female Breast,2007-2011,All Ages,230,69.6,60.8,79.5,4.7,67.5,66.6,68.4,Columbia
22978,55021,Columbia,Female Breast,2008-2012,All Ages,234,69.7,60.8,79.5,4.7,67.9,66.9,68.8,Columbia
22979,55021,Columbia,Female Breast,2009-2013,All Ages,248,73.1,64.1,83.1,4.8,68.4,67.5,69.3,Columbia
22980,55021,Columbia,Female Breast,2010-2014,All Ages,248,72.2,63.3,82.1,4.7,68.5,67.6,69.4,Columbia
22981,55021,Columbia,Female Breast,2011-2015,All Ages,236,68,59.3,77.5,4.5,69.2,68.3,70.1,Columbia
22982,55021,Columbia,Female Breast,2012-2016,All Ages,247,71.2,62.3,81,4.7,69.3,68.4,70.3,Columbia
22983,55021,Columbia,Female Breast,2013-2017,All Ages,252,71.7,62.9,81.6,4.7,69.7,68.8,70.6,Columbia
22984,55021,Columbia,Female Breast,2014-2018,All Ages,250,69.2,60.6,78.7,4.5,70.1,69.2,71,Columbia
22985,55021,Columbia,Female Breast,2015-2019,All Ages,255,69.3,60.7,78.8,4.5,71,70.1,71.9,Columbia
22986,55021,Columbia,Female Breast,2016-2020,All Ages,253,67.7,59.2,77,4.5,70.2,69.3,71.1,Columbia
23329,55023,Crawford,Female Breast,1999-2003,All Ages,76,74.2,58.4,93.3,8.6,73.3,72.3,74.4,Crawford
23330,55023,Crawford,Female Breast,2000-2004,All Ages,75,72.2,56.7,90.9,8.4,70.9,69.9,71.9,Crawford
23331,55023,Crawford,Female Breast,2001-2005,All Ages,67,63.1,48.8,80.6,7.8,68.9,68,69.9,Crawford
23332,55023,Crawford,Female Breast,2002-2006,All Ages,65,61.4,47.2,78.9,7.8,67.1,66.1,68,Crawford
23333,55023,Crawford,Female Breast,2003-2007,All Ages,63,58.2,44.4,75.1,7.5,66.4,65.5,67.4,Crawford
23334,55023,Crawford,Female Breast,2004-2008,All Ages,61,55.7,42.4,72.3,7.3,66.4,65.5,67.3,Crawford
23335,55023,Crawford,Female Breast,2005-2009,All Ages,70,62.7,48.5,80,7.7,67.2,66.2,68.1,Crawford
23336,55023,Crawford,Female Breast,2006-2010,All Ages,72,64.5,50,82.1,7.8,67,66.1,67.9,Crawford
23337,55023,Crawford,Female Breast,2007-2011,All Ages,76,64.2,50.3,81.2,7.5,67.5,66.6,68.4,Crawford
23338,55023,Crawford,Female Breast,2008-2012,All Ages,75,64,50,81,7.5,67.9,66.9,68.8,Crawford
23339,55023,Crawford,Female Breast,2009-2013,All Ages,81,67.3,53,84.8,7.8,68.4,67.5,69.3,Crawford
23340,55023,Crawford,Female Breast,2010-2014,All Ages,68,56.2,43.1,72.5,7.1,68.5,67.6,69.4,Crawford
23341,55023,Crawford,Female Breast,2011-2015,All Ages,70,58.6,44.9,75.5,7.4,69.2,68.3,70.1,Crawford
23342,55023,Crawford,Female Breast,2012-2016,All Ages,78,66.5,51.6,84.7,8.1,69.3,68.4,70.3,Crawford
23343,55023,Crawford,Female Breast,2013-2017,All Ages,77,65,50.4,83,8,69.7,68.8,70.6,Crawford
23344,55023,Crawford,Female Breast,2014-2018,All Ages,75,64.4,49.6,82.5,8,70.1,69.2,71,Crawford
23345,55023,Crawford,Female Breast,2015-2019,All Ages,85,71.5,55.9,90.5,8.5,71,70.1,71.9,Crawford
23346,55023,Crawford,Female Breast,2016-2020,All Ages,85,71.1,55.5,90,8.4,70.2,69.3,71.1,Crawford
23689,55025,Dane,Female Breast,1999-2003,All Ages,1489,79.3,75.2,83.4,2.1,73.3,72.3,74.4,Dane
23690,55025,Dane,Female Breast,2000-2004,All Ages,1477,76.5,72.6,80.5,2,70.9,69.9,71.9,Dane
23691,55025,Dane,Female Breast,2001-2005,All Ages,1475,74.1,70.3,78.1,2,68.9,68,69.9,Dane
23692,55025,Dane,Female Breast,2002-2006,All Ages,1462,71.5,67.8,75.3,1.9,67.1,66.1,68,Dane
23693,55025,Dane,Female Breast,2003-2007,All Ages,1441,69,65.4,72.8,1.9,66.4,65.5,67.4,Dane
23694,55025,Dane,Female Breast,2004-2008,All Ages,1466,68.7,65.2,72.4,1.8,66.4,65.5,67.3,Dane
23695,55025,Dane,Female Breast,2005-2009,All Ages,1502,69.1,65.5,72.7,1.8,67.2,66.2,68.1,Dane
23696,55025,Dane,Female Breast,2006-2010,All Ages,1491,67.1,63.6,70.6,1.8,67,66.1,67.9,Dane
23697,55025,Dane,Female Breast,2007-2011,All Ages,1566,68.4,65,72,1.8,67.5,66.6,68.4,Dane
23698,55025,Dane,Female Breast,2008-2012,All Ages,1648,70,66.6,73.6,1.8,67.9,66.9,68.8,Dane
