OBJECTID,FIPS,COUNTY,TOPIC,YEAR,AGE,COUNTS,AADJ_RATE,LOWR_LIM,UPPR_LIM,STD_ERR,ST_RATE,ST_LOWR_LIM,ST_UPPR_LIM,NAME
28371,55051,Iron,Female Breast,2001-2005,All Ages,27,53.3,34.6,80.6,10.6,68.9,68,69.9,Iron
28372,55051,Iron,Female Breast,2002-2006,All Ages,28,56.4,37,84.6,10.9,67.1,66.1,68,Iron
28373,55051,Iron,Female Breast,2003-2007,All Ages,25,52.9,33.8,81.2,10.9,66.4,65.5,67.4,Iron
28374,55051,Iron,Female Breast,2004-2008,All Ages,28,60.5,39.7,90.7,11.8,66.4,65.5,67.3,Iron
28375,55051,Iron,Female Breast,2005-2009,All Ages,28,60.5,39.7,90.7,11.7,67.2,66.2,68.1,Iron
28376,55051,Iron,Female Breast,2006-2010,All Ages,25,51.9,33.3,80.2,10.6,67,66.1,67.9,Iron
28377,55051,Iron,Female Breast,2007-2011,All Ages,28,57.7,37.8,87.2,11.2,67.5,66.6,68.4,Iron
28378,55051,Iron,Female Breast,2008-2012,All Ages,26,52.3,33.5,81,10.7,67.9,66.9,68.8,Iron
28379,55051,Iron,Female Breast,2009-2013,All Ages,25,46.6,29.6,73.5,9.7,68.4,67.5,69.3,Iron
28380,55051,Iron,Female Breast,2010-2014,All Ages,24,43.3,27.2,69.2,9.1,68.5,67.6,69.4,Iron
28381,55051,Iron,Female Breast,2011-2015,All Ages,35,58.8,40.4,86.8,10.3,69.2,68.3,70.1,Iron
28382,55051,Iron,Female Breast,2012-2016,All Ages,36,57.5,40,84.4,9.7,69.3,68.4,70.3,Iron
28383,55051,Iron,Female Breast,2013-2017,All Ages,39,60.4,42.6,87.7,9.8,69.7,68.8,70.6,Iron
28384,55051,Iron,Female Breast,2014-2018,All Ages,43,69.2,49.2,98.9,11.1,70.1,69.2,71,Iron
28385,55051,Iron,Female Breast,2015-2019,All Ages,49,79.4,57.6,110.9,12,71,70.1,71.9,Iron
28386,55051,Iron,Female Breast,2016-2020,All Ages,39,70.8,47.9,104.3,12.8,70.2,69.3,71.1,Iron
28729,55053,Jackson,Female Breast,1999-2003,All Ages,70,64.7,50.4,82,7.8,73.3,72.3,74.4,Jackson
28730,55053,Jackson,Female Breast,2000-2004,All Ages,79,72.8,57.5,90.9,8.2,70.9,69.9,71.9,Jackson
28731,55053,Jackson,Female Breast,2001-2005,All Ages,81,72.5,57.5,90.4,8.1,68.9,68,69.9,Jackson
28732,55053,Jackson,Female Breast,2002-2006,All Ages,78,68.5,54.1,85.8,7.8,67.1,66.1,68,Jackson
28733,55053,Jackson,Female Breast,2003-2007,All Ages,77,66.7,52.5,83.6,7.7,66.4,65.5,67.4,Jackson
28734,55053,Jackson,Female Breast,2004-2008,All Ages,77,65.1,51.2,81.6,7.5,66.4,65.5,67.3,Jackson
28735,55053,Jackson,Female Breast,2005-2009,All Ages,73,59.9,46.9,75.7,7.1,67.2,66.2,68.1,Jackson
28736,55053,Jackson,Female Breast,2006-2010,All Ages,78,63.7,50.2,79.9,7.3,67,66.1,67.9,Jackson
28737,55053,Jackson,Female Breast,2007-2011,All Ages,73,58.4,45.6,73.8,6.9,67.5,66.6,68.4,Jackson
28738,55053,Jackson,Female Breast,2008-2012,All Ages,72,56.1,43.7,71.1,6.7,67.9,66.9,68.8,Jackson
28739,55053,Jackson,Female Breast,2009-2013,All Ages,75,57.6,45.1,72.7,6.8,68.4,67.5,69.3,Jackson
28740,55053,Jackson,Female Breast,2010-2014,All Ages,71,52.9,41.1,67.3,6.4,68.5,67.6,69.4,Jackson
28741,55053,Jackson,Female Breast,2011-2015,All Ages,58,43.3,32.6,56.6,5.9,69.2,68.3,70.1,Jackson
28742,55053,Jackson,Female Breast,2012-2016,All Ages,69,53.1,40.9,68,6.6,69.3,68.4,70.3,Jackson
28743,55053,Jackson,Female Breast,2013-2017,All Ages,73,56.6,43.9,72,6.9,69.7,68.8,70.6,Jackson
28744,55053,Jackson,Female Breast,2014-2018,All Ages,71,55.6,42.9,71.1,6.9,70.1,69.2,71,Jackson
28745,55053,Jackson,Female Breast,2015-2019,All Ages,74,56.5,43.8,71.8,6.9,71,70.1,71.9,Jackson
28746,55053,Jackson,Female Breast,2016-2020,All Ages,85,61.1,48.4,76.4,6.9,70.2,69.3,71.1,Jackson
29089,55055,Jefferson,Female Breast,1999-2003,All Ages,247,63.6,55.9,72.1,4.1,73.3,72.3,74.4,Jefferson
29090,55055,Jefferson,Female Breast,2000-2004,All Ages,243,61.3,53.9,69.6,3.9,70.9,69.9,71.9,Jefferson
29091,55055,Jefferson,Female Breast,2001-2005,All Ages,242,60,52.6,68.1,3.9,68.9,68,69.9,Jefferson
29092,55055,Jefferson,Female Breast,2002-2006,All Ages,248,60.4,53.1,68.4,3.8,67.1,66.1,68,Jefferson
29093,55055,Jefferson,Female Breast,2003-2007,All Ages,253,60.2,52.9,68.1,3.8,66.4,65.5,67.4,Jefferson
29094,55055,Jefferson,Female Breast,2004-2008,All Ages,251,58.4,51.4,66.2,3.7,66.4,65.5,67.3,Jefferson
29095,55055,Jefferson,Female Breast,2005-2009,All Ages,264,60.6,53.4,68.4,3.8,67.2,66.2,68.1,Jefferson
29096,55055,Jefferson,Female Breast,2006-2010,All Ages,292,65.7,58.3,73.8,3.9,67,66.1,67.9,Jefferson
29097,55055,Jefferson,Female Breast,2007-2011,All Ages,300,66.7,59.2,74.8,3.9,67.5,66.6,68.4,Jefferson
29098,55055,Jefferson,Female Breast,2008-2012,All Ages,301,65.6,58.3,73.6,3.8,67.9,66.9,68.8,Jefferson
29099,55055,Jefferson,Female Breast,2009-2013,All Ages,329,70.1,62.6,78.3,3.9,68.4,67.5,69.3,Jefferson
29100,55055,Jefferson,Female Breast,2010-2014,All Ages,330,69.5,62,77.6,3.9,68.5,67.6,69.4,Jefferson
29101,55055,Jefferson,Female Breast,2011-2015,All Ages,320,66.1,58.9,73.9,3.8,69.2,68.3,70.1,Jefferson
29102,55055,Jefferson,Female Breast,2012-2016,All Ages,322,65.5,58.3,73.3,3.8,69.3,68.4,70.3,Jefferson
29103,55055,Jefferson,Female Breast,2013-2017,All Ages,326,65.2,58.1,72.9,3.7,69.7,68.8,70.6,Jefferson
29104,55055,Jefferson,Female Breast,2014-2018,All Ages,321,63.9,56.9,71.6,3.7,70.1,69.2,71,Jefferson
29105,55055,Jefferson,Female Breast,2015-2019,All Ages,329,63.9,57,71.6,3.7,71,70.1,71.9,Jefferson
29106,55055,Jefferson,Female Breast,2016-2020,All Ages,333,62.5,55.7,69.9,3.6,70.2,69.3,71.1,Jefferson
29449,55057,Juneau,Female Breast,1999-2003,All Ages,87,60.1,48,74.5,6.5,73.3,72.3,74.4,Juneau
29450,55057,Juneau,Female Breast,2000-2004,All Ages,83,56.3,44.7,70.1,6.3,70.9,69.9,71.9,Juneau
29451,55057,Juneau,Female Breast,2001-2005,All Ages,76,49.7,39,62.5,5.8,68.9,68,69.9,Juneau
29452,55057,Juneau,Female Breast,2002-2006,All Ages,81,50.6,40.1,63.2,5.7,67.1,66.1,68,Juneau
29453,55057,Juneau,Female Breast,2003-2007,All Ages,85,52.1,41.5,64.8,5.7,66.4,65.5,67.4,Juneau
29454,55057,Juneau,Female Breast,2004-2008,All Ages,89,53.5,42.8,66.2,5.8,66.4,65.5,67.3,Juneau
29455,55057,Juneau,Female Breast,2005-2009,All Ages,99,57.6,46.7,70.5,5.9,67.2,66.2,68.1,Juneau
29456,55057,Juneau,Female Breast,2006-2010,All Ages,103,58.5,47.6,71.3,5.8,67,66.1,67.9,Juneau
29457,55057,Juneau,Female Breast,2007-2011,All Ages,106,59.6,48.6,72.5,5.9,67.5,66.6,68.4,Juneau
29458,55057,Juneau,Female Breast,2008-2012,All Ages,105,57.8,47.1,70.4,5.7,67.9,66.9,68.8,Juneau
29459,55057,Juneau,Female Breast,2009-2013,All Ages,105,57.8,47,70.5,5.8,68.4,67.5,69.3,Juneau
29460,55057,Juneau,Female Breast,2010-2014,All Ages,107,59.4,48.3,72.5,6,68.5,67.6,69.4,Juneau
29461,55057,Juneau,Female Breast,2011-2015,All Ages,109,61.5,50,75.1,6.2,69.2,68.3,70.1,Juneau
29462,55057,Juneau,Female Breast,2012-2016,All Ages,110,60.9,49.5,74.4,6.1,69.3,68.4,70.3,Juneau
29463,55057,Juneau,Female Breast,2013-2017,All Ages,111,62,50.3,75.7,6.2,69.7,68.8,70.6,Juneau
29464,55057,Juneau,Female Breast,2014-2018,All Ages,115,63.5,51.8,77.3,6.3,70.1,69.2,71,Juneau
29465,55057,Juneau,Female Breast,2015-2019,All Ages,113,61.3,49.9,74.7,6.1,71,70.1,71.9,Juneau
29466,55057,Juneau,Female Breast,2016-2020,All Ages,112,58.7,47.8,71.7,5.9,70.2,69.3,71.1,Juneau
29809,55059,Kenosha,Female Breast,1999-2003,All Ages,513,71.8,65.7,78.3,3.2,73.3,72.3,74.4,Kenosha
29810,55059,Kenosha,Female Breast,2000-2004,All Ages,498,68.5,62.6,74.8,3.1,70.9,69.9,71.9,Kenosha
29811,55059,Kenosha,Female Breast,2001-2005,All Ages,494,66.7,60.9,72.8,3,68.9,68,69.9,Kenosha
29812,55059,Kenosha,Female Breast,2002-2006,All Ages,494,65.3,59.7,71.4,3,67.1,66.1,68,Kenosha
29813,55059,Kenosha,Female Breast,2003-2007,All Ages,500,65.1,59.5,71.1,2.9,66.4,65.5,67.4,Kenosha
29814,55059,Kenosha,Female Breast,2004-2008,All Ages,526,67.3,61.6,73.3,3,66.4,65.5,67.3,Kenosha
29815,55059,Kenosha,Female Breast,2005-2009,All Ages,537,67.2,61.6,73.2,2.9,67.2,66.2,68.1,Kenosha
29816,55059,Kenosha,Female Breast,2006-2010,All Ages,547,67.2,61.6,73.1,2.9,67,66.1,67.9,Kenosha
29817,55059,Kenosha,Female Breast,2007-2011,All Ages,555,66.8,61.3,72.6,2.9,67.5,66.6,68.4,Kenosha
29818,55059,Kenosha,Female Breast,2008-2012,All Ages,569,67.9,62.3,73.8,2.9,67.9,66.9,68.8,Kenosha
29819,55059,Kenosha,Female Breast,2009-2013,All Ages,558,65.7,60.3,71.5,2.8,68.4,67.5,69.3,Kenosha
29820,55059,Kenosha,Female Breast,2010-2014,All Ages,579,66.7,61.3,72.5,2.8,68.5,67.6,69.4,Kenosha
29821,55059,Kenosha,Female Breast,2011-2015,All Ages,607,68.4,62.9,74.2,2.8,69.2,68.3,70.1,Kenosha
29822,55059,Kenosha,Female Breast,2012-2016,All Ages,626,69.1,63.6,74.8,2.8,69.3,68.4,70.3,Kenosha
29823,55059,Kenosha,Female Breast,2013-2017,All Ages,636,68.4,63.1,74.1,2.8,69.7,68.8,70.6,Kenosha
29824,55059,Kenosha,Female Breast,2014-2018,All Ages,685,72.2,66.7,77.9,2.8,70.1,69.2,71,Kenosha
29825,55059,Kenosha,Female Breast,2015-2019,All Ages,676,70.3,64.9,76,2.8,71,70.1,71.9,Kenosha
29826,55059,Kenosha,Female Breast,2016-2020,All Ages,677,69.7,64.4,75.4,2.8,70.2,69.3,71.1,Kenosha
30169,55061,Kewaunee,Female Breast,1999-2003,All Ages,87,75.4,60.3,93.3,8.1,73.3,72.3,74.4,Kewaunee
30170,55061,Kewaunee,Female Breast,2000-2004,All Ages,77,66.9,52.8,83.9,7.7,70.9,69.9,71.9,Kewaunee
30171,55061,Kewaunee,Female Breast,2001-2005,All Ages,77,65.6,51.7,82.3,7.5,68.9,68,69.9,Kewaunee
30172,55061,Kewaunee,Female Breast,2002-2006,All Ages,85,71.7,57.2,88.9,7.8,67.1,66.1,68,Kewaunee
30173,55061,Kewaunee,Female Breast,2003-2007,All Ages,77,63.7,50.2,79.9,7.3,66.4,65.5,67.4,Kewaunee
30174,55061,Kewaunee,Female Breast,2004-2008,All Ages,71,56.8,44.2,72,6.8,66.4,65.5,67.3,Kewaunee
30175,55061,Kewaunee,Female Breast,2005-2009,All Ages,72,57.7,45,73.1,6.9,67.2,66.2,68.1,Kewaunee
30176,55061,Kewaunee,Female Breast,2006-2010,All Ages,66,53.6,41.2,68.7,6.7,67,66.1,67.9,Kewaunee
30177,55061,Kewaunee,Female Breast,2007-2011,All Ages,54,41.7,31.1,54.9,5.8,67.5,66.6,68.4,Kewaunee
30178,55061,Kewaunee,Female Breast,2008-2012,All Ages,53,40.5,30.1,53.6,5.7,67.9,66.9,68.8,Kewaunee
30179,55061,Kewaunee,Female Breast,2009-2013,All Ages,51,39.2,28.9,52.1,5.6,68.4,67.5,69.3,Kewaunee
30180,55061,Kewaunee,Female Breast,2010-2014,All Ages,56,42.8,32,56.3,5.9,68.5,67.6,69.4,Kewaunee
30181,55061,Kewaunee,Female Breast,2011-2015,All Ages,65,49,37.3,63.5,6.4,69.2,68.3,70.1,Kewaunee
30182,55061,Kewaunee,Female Breast,2012-2016,All Ages,67,50.8,38.8,65.6,6.6,69.3,68.4,70.3,Kewaunee
30183,55061,Kewaunee,Female Breast,2013-2017,All Ages,83,63.6,49.9,80,7.4,69.7,68.8,70.6,Kewaunee
30184,55061,Kewaunee,Female Breast,2014-2018,All Ages,90,68.8,54.4,85.9,7.7,70.1,69.2,71,Kewaunee
30185,55061,Kewaunee,Female Breast,2015-2019,All Ages,97,71.8,57.4,89,7.8,71,70.1,71.9,Kewaunee
30186,55061,Kewaunee,Female Breast,2016-2020,All Ages,88,63.5,50.1,79.5,7.2,70.2,69.3,71.1,Kewaunee
30529,55063,La Crosse,Female Breast,1999-2003,All Ages,479,91.8,83.7,100.4,4.2,73.3,72.3,74.4,La Crosse
30530,55063,La Crosse,Female Breast,2000-2004,All Ages,467,87.6,79.8,96,4.1,70.9,69.9,71.9,La Crosse
30531,55063,La Crosse,Female Breast,2001-2005,All Ages,433,79.5,72.2,87.4,3.8,68.9,68,69.9,La Crosse
30532,55063,La Crosse,Female Breast,2002-2006,All Ages,425,76.7,69.5,84.4,3.7,67.1,66.1,68,La Crosse
30533,55063,La Crosse,Female Breast,2003-2007,All Ages,411,73.2,66.2,80.7,3.6,66.4,65.5,67.4,La Crosse
30534,55063,La Crosse,Female Breast,2004-2008,All Ages,424,74.2,67.2,81.7,3.6,66.4,65.5,67.3,La Crosse
30535,55063,La Crosse,Female Breast,2005-2009,All Ages,440,76.3,69.2,83.9,3.7,67.2,66.2,68.1,La Crosse
30536,55063,La Crosse,Female Breast,2006-2010,All Ages,443,75.7,68.7,83.2,3.7,67,66.1,67.9,La Crosse
30537,55063,La Crosse,Female Breast,2007-2011,All Ages,464,77.9,70.8,85.4,3.7,67.5,66.6,68.4,La Crosse
30538,55063,La Crosse,Female Breast,2008-2012,All Ages,469,77.3,70.3,84.8,3.6,67.9,66.9,68.8,La Crosse
30539,55063,La Crosse,Female Breast,2009-2013,All Ages,479,77,70.1,84.4,3.6,68.4,67.5,69.3,La Crosse
30540,55063,La Crosse,Female Breast,2010-2014,All Ages,459,72.6,66,79.8,3.5,68.5,67.6,69.4,La Crosse
30541,55063,La Crosse,Female Breast,2011-2015,All Ages,478,74.3,67.6,81.5,3.5,69.2,68.3,70.1,La Crosse
30542,55063,La Crosse,Female Breast,2012-2016,All Ages,469,72.8,66.1,79.9,3.5,69.3,68.4,70.3,La Crosse
30543,55063,La Crosse,Female Breast,2013-2017,All Ages,480,72.9,66.3,80,3.4,69.7,68.8,70.6,La Crosse
30544,55063,La Crosse,Female Breast,2014-2018,All Ages,472,72,65.4,79.1,3.4,70.1,69.2,71,La Crosse
30545,55063,La Crosse,Female Breast,2015-2019,All Ages,491,74.6,67.9,81.9,3.5,71,70.1,71.9,La Crosse
30546,55063,La Crosse,Female Breast,2016-2020,All Ages,499,74.5,67.8,81.7,3.5,70.2,69.3,71.1,La Crosse
30889,55065,Lafayette,Female Breast,1999-2003,All Ages,58,61.3,46.5,79.6,8.1,73.3,72.3,74.4,Lafayette
30890,55065,Lafayette,Female Breast,2000-2004,All Ages,59,61.7,46.9,79.9,8.1,70.9,69.9,71.9,Lafayette
30891,55065,Lafayette,Female Breast,2001-2005,All Ages,60,61.6,46.9,79.5,8,68.9,68,69.9,Lafayette
30892,55065,Lafayette,Female Breast,2002-2006,All Ages,59,59.9,45.6,77.6,7.8,67.1,66.1,68,Lafayette
30893,55065,Lafayette,Female Breast,2003-2007,All Ages,58,59.2,44.9,76.9,7.8,66.4,65.5,67.4,Lafayette
30894,55065,Lafayette,Female Breast,2004-2008,All Ages,63,63.7,48.9,81.8,8.1,66.4,65.5,67.3,Lafayette
30895,55065,Lafayette,Female Breast,2005-2009,All Ages,66,66.6,51.4,85.1,8.3,67.2,66.2,68.1,Lafayette
30896,55065,Lafayette,Female Breast,2006-2010,All Ages,58,58.5,44.3,76.1,7.8,67,66.1,67.9,Lafayette
30897,55065,Lafayette,Female Breast,2007-2011,All Ages,61,60.3,45.9,78,7.8,67.5,66.6,68.4,Lafayette
30898,55065,Lafayette,Female Breast,2008-2012,All Ages,60,57.6,43.7,74.7,7.6,67.9,66.9,68.8,Lafayette
30899,55065,Lafayette,Female Breast,2009-2013,All Ages,53,50.1,37.3,66.2,7,68.4,67.5,69.3,Lafayette
30900,55065,Lafayette,Female Breast,2010-2014,All Ages,56,55.2,41.2,72.5,7.6,68.5,67.6,69.4,Lafayette
30901,55065,Lafayette,Female Breast,2011-2015,All Ages,72,72.5,56,92.4,9,69.2,68.3,70.1,Lafayette
30902,55065,Lafayette,Female Breast,2012-2016,All Ages,73,74.7,57.6,95.2,9.3,69.3,68.4,70.3,Lafayette
30903,55065,Lafayette,Female Breast,2013-2017,All Ages,85,87.7,68.9,109.9,10.1,69.7,68.8,70.6,Lafayette
30904,55065,Lafayette,Female Breast,2014-2018,All Ages,96,99,78.9,122.6,10.8,70.1,69.2,71,Lafayette
30905,55065,Lafayette,Female Breast,2015-2019,All Ages,92,93.3,73.9,116.2,10.5,71,70.1,71.9,Lafayette
30906,55065,Lafayette,Female Breast,2016-2020,All Ages,91,88.4,70,110.2,9.9,70.2,69.3,71.1,Lafayette
31249,55067,Langlade,Female Breast,1999-2003,All Ages,95,71.9,58,88.5,7.5,73.3,72.3,74.4,Langlade
31250,55067,Langlade,Female Breast,2000-2004,All Ages,85,62.5,49.7,77.8,6.9,70.9,69.9,71.9,Langlade
31251,55067,Langlade,Female Breast,2001-2005,All Ages,75,54.1,42.3,68.3,6.4,68.9,68,69.9,Langlade
31252,55067,Langlade,Female Breast,2002-2006,All Ages,65,46.7,35.9,60.1,5.9,67.1,66.1,68,Langlade
31253,55067,Langlade,Female Breast,2003-2007,All Ages,68,50.2,38.8,64.2,6.2,66.4,65.5,67.4,Langlade
31254,55067,Langlade,Female Breast,2004-2008,All Ages,58,43,32.5,56.2,5.8,66.4,65.5,67.3,Langlade
31255,55067,Langlade,Female Breast,2005-2009,All Ages,65,48.2,36.9,62.2,6.2,67.2,66.2,68.1,Langlade
31256,55067,Langlade,Female Breast,2006-2010,All Ages,64,47.4,36.1,61.4,6.2,67,66.1,67.9,Langlade
31257,55067,Langlade,Female Breast,2007-2011,All Ages,73,52.1,40.4,66.4,6.3,67.5,66.6,68.4,Langlade
31258,55067,Langlade,Female Breast,2008-2012,All Ages,70,49.8,38.3,64,6.3,67.9,66.9,68.8,Langlade
31259,55067,Langlade,Female Breast,2009-2013,All Ages,76,53.9,41.9,68.7,6.5,68.4,67.5,69.3,Langlade
31260,55067,Langlade,Female Breast,2010-2014,All Ages,83,58.1,45.6,73.2,6.7,68.5,67.6,69.4,Langlade
31261,55067,Langlade,Female Breast,2011-2015,All Ages,94,66.3,52.7,82.7,7.3,69.2,68.3,70.1,Langlade
31262,55067,Langlade,Female Breast,2012-2016,All Ages,87,63.3,49.7,79.7,7.3,69.3,68.4,70.3,Langlade
31263,55067,Langlade,Female Breast,2013-2017,All Ages,90,63.3,50,79.5,7.2,69.7,68.8,70.6,Langlade
31264,55067,Langlade,Female Breast,2014-2018,All Ages,93,64.5,51,80.8,7.3,70.1,69.2,71,Langlade
31265,55067,Langlade,Female Breast,2015-2019,All Ages,89,58.7,46.2,73.9,6.7,71,70.1,71.9,Langlade
31266,55067,Langlade,Female Breast,2016-2020,All Ages,80,50.8,39.6,64.8,6.1,70.2,69.3,71.1,Langlade
31609,55069,Lincoln,Female Breast,1999-2003,All Ages,130,74.4,62.1,88.6,6.6,73.3,72.3,74.4,Lincoln
31610,55069,Lincoln,Female Breast,2000-2004,All Ages,127,71.1,59.2,84.9,6.4,70.9,69.9,71.9,Lincoln
31611,55069,Lincoln,Female Breast,2001-2005,All Ages,116,63.7,52.6,76.7,6,68.9,68,69.9,Lincoln
31612,55069,Lincoln,Female Breast,2002-2006,All Ages,117,63.3,52.2,76.2,5.9,67.1,66.1,68,Lincoln
31613,55069,Lincoln,Female Breast,2003-2007,All Ages,130,70.2,58.5,83.8,6.3,66.4,65.5,67.4,Lincoln
31614,55069,Lincoln,Female Breast,2004-2008,All Ages,130,68.7,57.2,81.9,6.1,66.4,65.5,67.3,Lincoln
31615,55069,Lincoln,Female Breast,2005-2009,All Ages,129,67.5,56.2,80.6,6,67.2,66.2,68.1,Lincoln
31616,55069,Lincoln,Female Breast,2006-2010,All Ages,126,65.2,54.1,78.1,5.9,67,66.1,67.9,Lincoln
31617,55069,Lincoln,Female Breast,2007-2011,All Ages,140,71.2,59.6,84.5,6.1,67.5,66.6,68.4,Lincoln
31618,55069,Lincoln,Female Breast,2008-2012,All Ages,130,64.7,53.9,77.4,5.8,67.9,66.9,68.8,Lincoln
31619,55069,Lincoln,Female Breast,2009-2013,All Ages,134,66.1,55.1,78.9,5.9,68.4,67.5,69.3,Lincoln
31620,55069,Lincoln,Female Breast,2010-2014,All Ages,137,67.1,56,80,5.9,68.5,67.6,69.4,Lincoln
31621,55069,Lincoln,Female Breast,2011-2015,All Ages,138,67.5,56.3,80.6,6,69.2,68.3,70.1,Lincoln
31622,55069,Lincoln,Female Breast,2012-2016,All Ages,127,62,51.2,74.7,5.8,69.3,68.4,70.3,Lincoln
31623,55069,Lincoln,Female Breast,2013-2017,All Ages,124,59.3,48.8,71.6,5.6,69.7,68.8,70.6,Lincoln
31624,55069,Lincoln,Female Breast,2014-2018,All Ages,121,58.3,47.9,70.7,5.6,70.1,69.2,71,Lincoln
31625,55069,Lincoln,Female Breast,2015-2019,All Ages,123,58.4,48,70.7,5.6,71,70.1,71.9,Lincoln
31626,55069,Lincoln,Female Breast,2016-2020,All Ages,128,60.5,49.8,73.1,5.7,70.2,69.3,71.1,Lincoln
31969,55071,Manitowoc,Female Breast,1999-2003,All Ages,307,65.7,58.5,73.6,3.8,73.3,72.3,74.4,Manitowoc
31970,55071,Manitowoc,Female Breast,2000-2004,All Ages,303,64,56.9,71.7,3.7,70.9,69.9,71.9,Manitowoc
31971,55071,Manitowoc,Female Breast,2001-2005,All Ages,313,64.8,57.8,72.5,3.7,68.9,68,69.9,Manitowoc
31972,55071,Manitowoc,Female Breast,2002-2006,All Ages,323,65.9,58.8,73.6,3.7,67.1,66.1,68,Manitowoc
31973,55071,Manitowoc,Female Breast,2003-2007,All Ages,321,64.3,57.4,71.8,3.6,66.4,65.5,67.4,Manitowoc
31974,55071,Manitowoc,Female Breast,2004-2008,All Ages,331,65.3,58.4,72.9,3.6,66.4,65.5,67.3,Manitowoc
31975,55071,Manitowoc,Female Breast,2005-2009,All Ages,326,63,56.3,70.4,3.5,67.2,66.2,68.1,Manitowoc
31976,55071,Manitowoc,Female Breast,2006-2010,All Ages,322,62.3,55.6,69.7,3.5,67,66.1,67.9,Manitowoc
31977,55071,Manitowoc,Female Breast,2007-2011,All Ages,321,61.6,54.9,68.9,3.5,67.5,66.6,68.4,Manitowoc
31978,55071,Manitowoc,Female Breast,2008-2012,All Ages,312,58.8,52.3,66,3.4,67.9,66.9,68.8,Manitowoc
31979,55071,Manitowoc,Female Breast,2009-2013,All Ages,322,61.1,54.4,68.4,3.5,68.4,67.5,69.3,Manitowoc
31980,55071,Manitowoc,Female Breast,2010-2014,All Ages,354,67.5,60.4,75.3,3.7,68.5,67.6,69.4,Manitowoc
31981,55071,Manitowoc,Female Breast,2011-2015,All Ages,353,67,59.9,74.8,3.7,69.2,68.3,70.1,Manitowoc
31982,55071,Manitowoc,Female Breast,2012-2016,All Ages,359,67.8,60.6,75.7,3.8,69.3,68.4,70.3,Manitowoc
31983,55071,Manitowoc,Female Breast,2013-2017,All Ages,381,71.9,64.5,80.1,3.9,69.7,68.8,70.6,Manitowoc
31984,55071,Manitowoc,Female Breast,2014-2018,All Ages,387,71.4,64.1,79.4,3.8,70.1,69.2,71,Manitowoc
31985,55071,Manitowoc,Female Breast,2015-2019,All Ages,369,68,60.8,75.8,3.7,71,70.1,71.9,Manitowoc
31986,55071,Manitowoc,Female Breast,2016-2020,All Ages,377,68.6,61.5,76.5,3.8,70.2,69.3,71.1,Manitowoc
32329,55073,Marathon,Female Breast,1999-2003,All Ages,509,77.7,71.1,84.8,3.4,73.3,72.3,74.4,Marathon
32330,55073,Marathon,Female Breast,2000-2004,All Ages,508,76.2,69.7,83.2,3.4,70.9,69.9,71.9,Marathon
32331,55073,Marathon,Female Breast,2001-2005,All Ages,497,73.2,66.9,80,3.3,68.9,68,69.9,Marathon
32332,55073,Marathon,Female Breast,2002-2006,All Ages,517,74.7,68.3,81.4,3.3,67.1,66.1,68,Marathon
32333,55073,Marathon,Female Breast,2003-2007,All Ages,543,77.1,70.7,83.9,3.3,66.4,65.5,67.4,Marathon
32334,55073,Marathon,Female Breast,2004-2008,All Ages,539,74.8,68.6,81.5,3.3,66.4,65.5,67.3,Marathon
32335,55073,Marathon,Female Breast,2005-2009,All Ages,571,77.5,71.3,84.3,3.3,67.2,66.2,68.1,Marathon
32336,55073,Marathon,Female Breast,2006-2010,All Ages,572,76.9,70.6,83.6,3.3,67,66.1,67.9,Marathon
32337,55073,Marathon,Female Breast,2007-2011,All Ages,563,74.2,68.1,80.7,3.2,67.5,66.6,68.4,Marathon
32338,55073,Marathon,Female Breast,2008-2012,All Ages,576,75.2,69.1,81.8,3.2,67.9,66.9,68.8,Marathon
32339,55073,Marathon,Female Breast,2009-2013,All Ages,570,73.3,67.3,79.7,3.1,68.4,67.5,69.3,Marathon
32340,55073,Marathon,Female Breast,2010-2014,All Ages,543,68.5,62.7,74.6,3,68.5,67.6,69.4,Marathon
32341,55073,Marathon,Female Breast,2011-2015,All Ages,554,68.3,62.6,74.4,3,69.2,68.3,70.1,Marathon
32342,55073,Marathon,Female Breast,2012-2016,All Ages,556,67.5,61.9,73.6,2.9,69.3,68.4,70.3,Marathon
32343,55073,Marathon,Female Breast,2013-2017,All Ages,538,64.2,58.7,70.1,2.9,69.7,68.8,70.6,Marathon
32344,55073,Marathon,Female Breast,2014-2018,All Ages,552,65.1,59.6,71,2.9,70.1,69.2,71,Marathon
32345,55073,Marathon,Female Breast,2015-2019,All Ages,571,66.8,61.2,72.7,2.9,71,70.1,71.9,Marathon
32346,55073,Marathon,Female Breast,2016-2020,All Ages,578,67.5,61.9,73.5,2.9,70.2,69.3,71.1,Marathon
32689,55075,Marinette,Female Breast,1999-2003,All Ages,177,64.5,55.3,75.1,4.9,73.3,72.3,74.4,Marinette
32690,55075,Marinette,Female Breast,2000-2004,All Ages,179,64.6,55.3,75,4.9,70.9,69.9,71.9,Marinette
32691,55075,Marinette,Female Breast,2001-2005,All Ages,180,65.6,56.3,76.2,5,68.9,68,69.9,Marinette
32692,55075,Marinette,Female Breast,2002-2006,All Ages,166,60.3,51.3,70.5,4.8,67.1,66.1,68,Marinette
32693,55075,Marinette,Female Breast,2003-2007,All Ages,173,61.5,52.5,71.6,4.8,66.4,65.5,67.4,Marinette
